60;51;44;42;40
89;107;93;91;99
91;64;70;75;67
77;63;70;65;61
8;53;21;13;18
39;15;25;21;18
37;41;65;33;29
98;92;89;110;95
104;88;86;95;84
29;35;35;28;27
72;54;56;52;63
69;81;74;67;65
15;11;47;23;19
97;88;90;86;106
53;49;85;58;45
38;47;39;37;47
75;83;115;88;79
55;48;47;49;55
100;79;72;68;76
89;86;76;81;121
33;26;33;24;25
44;51;40;48;72
115;97;106;95;99
75;107;83;71;79
73;65;64;63;73
24;27;24;24;24
78;73;86;83;118
41;44;47;71;53
26;23;53;35;29
81;72;108;76;68
43;19;22;16;27
21;51;24;27;33
54;54;45;44;46
73;49;45;41;37
97;94;129;89;84
71;79;70;72;79
53;51;52;58;58
100;104;97;94;118
26;30;58;22;34
64;40;43;32;36
10;12;17;17;11
81;73;89;75;71
74;82;78;84;102
22;29;23;29;21
42;77;37;49;47
36;43;50;38;34
10;16;19;31;13
84;75;78;102;72
43;25;29;19;22
108;96;90;93;87
86;95;82;122;90
100;103;90;95;135
129;94;105;99;104
40;50;41;42;50
80;82;75;70;110
47;60;55;87;51
95;92;84;88;116
98;103;105;93;133
78;73;113;68;81
64;66;59;94;54
79;88;68;72;70
26;28;56;21;16
79;93;86;81;77
86;82;90;94;118
87;108;90;96;93
31;25;24;31;23
38;46;32;30;28
89;97;121;93;100
132;100;96;92;105
62;68;92;74;65
54;53;60;55;60
75;69;63;61;65
30;22;21;23;30
80;100;76;82;72
84;64;66;56;60
80;85;75;110;86
37;40;45;34;61
91;86;98;82;84
92;124;96;100;103
44;57;89;49;54
22;18;26;20;32
55;49;43;46;73
31;26;34;66;21
84;94;86;94;85
40;30;80;44;35
96;100;110;98;104
21;29;20;29;19
82;106;85;79;90
93;101;96;117;90
93;105;133;98;103
25;36;57;33;29
10;34;16;14;6
62;60;68;61;68
47;45;53;59;49
49;39;74;50;44
58;55;76;62;52
97;107;99;107;98
47;56;49;65;45
46;64;40;34;37
62;50;58;54;86
49;55;52;67;46
11;19;8;35;14
51;27;26;21;16
86;85;93;93;87
38;40;46;39;46
93;58;48;61;53
57;69;97;62;67
32;38;35;42;56
40;24;22;26;32
89;97;100;121;93
75;68;75;69;67
99;114;102;93;96
84;89;89;82;83
51;49;47;57;65
92;80;78;82;86
28;30;34;40;26
94;119;89;84;95
72;84;77;70;68
47;52;42;87;55
96;95;97;103;103
47;35;33;37;41
54;61;53;52;61
41;65;35;38;47
17;14;38;22;11
103;96;93;99;117
26;24;25;32;32
31;35;67;27;40
75;72;79;69;93
43;48;73;38;49
51;58;58;50;52
79;76;73;83;97
36;34;42;38;48
44;52;52;45;43
95;119;101;105;98
23;47;15;26;19
20;23;16;12;44
77;73;113;68;63
80;91;83;107;86
89;96;91;96;90
21;17;25;30;57
26;31;36;76;40
81;69;73;105;77
46;82;42;37;32
75;45;57;48;51
22;26;50;30;32
41;65;37;47;45
62;62;56;54;55
60;62;71;80;64
65;79;71;61;63
89;87;103;96;91
50;82;42;47;37
109;93;91;100;89
89;99;91;93;107
67;75;91;64;70
71;59;55;64;57
119;95;98;92;103
26;30;62;34;38
85;87;83;94;103
36;41;47;71;46
55;47;79;58;51
82;80;100;91;84
8;24;12;10;17
79;109;85;84;74
73;77;79;97;69
83;81;90;82;90
85;112;82;94;88
105;126;98;102;94
98;91;89;98;90
44;65;41;38;49
35;29;27;43;25
36;81;31;41;45
10;12;8;19;28
98;107;134;94;102
85;101;94;87;89
75;69;67;68;75
99;134;104;94;106
12;36;15;20;9
86;90;88;95;102
31;25;31;23;24
84;84;84;84;86
47;65;57;49;51
27;29;22;17;57
65;66;73;73;67
52;64;58;82;55
86;81;131;91;95
64;82;70;67;61
83;93;84;85;93
44;20;26;16;24
35;28;33;63;23
95;91;119;98;87
69;51;53;49;60
11;23;47;19;15
11;8;38;20;14
43;83;47;51;56
22;29;18;20;38
68;86;77;66;70
45;52;48;42;66
113;99;105;97;95
36;37;61;31;26
65;38;29;25;33
29;35;50;32;38
24;29;64;32;19
86;86;76;77;78
94;87;90;84;108
55;69;60;65;105
90;93;101;96;117
44;20;12;23;16
89;93;113;95;85
91;95;81;86;131
45;41;43;51;59
44;74;49;39;50
56;62;86;59;68
89;81;89;80;82
79;66;70;106;74
50;78;57;46;54
36;46;40;38;54
50;59;48;52;68
109;79;84;74;85
54;62;58;82;64
14;15;13;23;23
75;55;57;51;47
97;106;101;93;133
74;46;39;34;44
49;46;36;41;81
74;62;60;64;68
64;54;58;56;72
44;50;38;40;36
51;69;54;48;57
85;76;94;78;74
42;38;48;34;36
25;31;35;28;49
82;90;81;83;90
37;58;42;34;31
127;99;103;95;91
56;64;57;58;64
32;24;23;25;32
13;8;48;20;18
63;59;61;77;69
31;33;41;41;32
26;21;19;20;26
81;73;68;78;113
70;74;64;67;88
59;24;34;35;29
93;113;97;95;104
91;89;97;97;90
18;11;15;7;39
107;91;89;93;99
44;50;50;43;42
101;94;110;90;92
11;20;12;13;20
33;44;36;39;60
89;78;105;84;81
100;90;91;92;100
121;85;89;93;97
65;29;37;41;33
83;51;43;47;56
77;57;59;53;49
75;65;75;66;67
66;74;64;68;82
17;21;25;49;28
91;95;100;93;107
50;48;56;62;52
80;86;86;79;78
28;31;25;43;22
43;49;40;46;61
87;81;84;108;92
101;77;73;69;65
64;68;70;88;60
90;89;98;98;91
24;19;30;54;29
19;28;21;20;28
21;27;51;33;24
61;71;63;79;65
28;32;52;34;24
58;79;61;55;65
77;42;32;37;45
26;19;26;18;17
42;45;48;52;66
21;15;27;18;45
56;67;60;76;58
59;58;68;60;68
58;62;54;86;50
58;88;64;70;61
109;97;99;95;103
22;18;16;14;28
29;21;33;57;25
51;53;46;81;41
89;93;85;99;87
13;24;17;33;15
71;62;57;67;107
28;15;55;19;23
73;66;61;71;101
40;32;34;33;40
76;70;81;97;73
16;24;48;20;12
84;57;54;66;60
131;95;81;91;86
24;32;18;16;14
113;99;97;95;105
97;92;90;104;88
106;76;71;81;82
54;60;75;57;63
56;60;64;88;52
84;93;93;85;86
63;27;18;13;23
61;67;55;58;85
86;110;82;78;89
49;55;48;55;50
76;67;65;69;85
68;70;69;75;75
67;64;61;58;79
33;32;34;40;40
19;28;24;14;64
49;94;54;62;59
45;31;37;27;29
87;77;75;81;73
75;87;80;115;85
44;40;36;68;47
23;24;31;31;22
77;81;101;83;73
67;68;75;69;75
10;6;14;17;38
79;73;71;72;79
28;63;18;23;31
40;46;46;41;39
59;65;56;83;53
92;112;94;103;96
31;27;63;35;39
63;61;91;51;56
24;15;17;24;16
79;49;44;55;54
61;58;54;82;50
71;65;59;61;57
27;55;25;20;15
91;64;51;59;55
91;83;73;77;75
65;68;83;62;71
57;49;53;77;59
120;93;80;88;84
19;14;49;25;24
70;86;72;79;74
57;52;47;60;92
50;85;57;45;55
73;46;57;52;49
102;90;84;81;87
33;29;41;37;65
85;73;70;67;64
116;101;95;98;104
51;39;37;45;41
69;72;78;66;96
54;45;41;81;49
53;43;83;55;48
98;96;100;110;104
74;71;92;80;77
51;52;59;59;53
86;81;79;77;93
24;25;34;34;26
39;41;59;50;43
47;45;55;49;63
50;29;36;26;32
58;50;53;47;74
98;91;92;98;90
45;24;33;27;30
122;94;87;82;92
66;66;68;66;66
62;30;38;34;41
61;67;60;62;67
89;97;97;87;88
38;36;42;48;34
10;18;9;11;18
84;52;60;48;56
60;68;59;68;61
74;74;74;79;74
54;58;56;74;65
59;72;99;63;67
11;19;10;19;9
76;97;81;70;73
58;59;66;66;60
106;70;79;74;66
72;79;93;75;69
16;22;37;19;25
94;85;87;83;103
88;115;94;91;99
77;73;82;89;75
72;67;65;79;63
10;5;17;45;15
80;76;89;116;84
34;44;39;45;69
63;69;59;67;87
71;76;78;66;106
67;97;62;72;73
24;17;19;18;24
53;59;52;54;59
98;122;104;94;102
87;90;95;84;111
77;61;59;69;63
69;87;75;72;66
51;30;36;33;39
9;29;20;11;13
60;50;64;55;100
55;52;61;58;73
13;10;16;40;22
75;39;30;25;35
56;61;77;53;50
26;53;29;35;23
105;141;101;96;91
85;130;90;80;94
29;27;35;28;35
28;64;36;32;40
49;59;63;54;99
41;32;36;28;68
50;51;59;59;52
76;49;44;36;40
83;107;93;86;89
47;61;53;43;45
54;62;94;58;67
62;57;52;66;102
45;45;37;36;35
43;35;39;47;71
19;32;27;59;23
56;55;50;80;45
78;82;106;88;86
47;51;83;55;59
94;112;84;92;88
82;85;103;88;91
53;61;85;49;57
51;58;49;50;58
20;9;13;29;11
114;96;93;100;90
36;21;18;24;15
43;35;37;43;36
70;76;94;74;66
101;117;97;99;108
108;94;87;90;84
81;79;77;86;93
11;21;39;15;19
81;82;90;90;83
73;97;70;67;79
23;24;30;30;22
41;46;36;48;76
77;101;69;65;73
84;96;90;87;114
57;44;84;48;52
103;103;94;96;95
57;53;49;59;77
81;117;93;89;85
61;45;47;54;49
54;44;68;47;50
42;47;37;82;50
75;69;72;87;66
81;83;85;97;90
38;46;49;70;42
80;74;68;70;66
35;51;31;42;33
34;47;39;44;79
58;59;66;57;66
88;94;87;89;94
61;72;64;88;67
44;46;60;48;53
93;90;87;111;97
49;43;44;42;49
76;66;72;69;90
75;59;63;68;61
18;17;19;25;25
94;80;70;73;76
20;15;22;10;50
33;15;18;21;12
39;41;47;53;43
30;37;29;31;37
66;70;77;98;74
56;59;50;53;71
48;45;54;42;72
65;64;74;74;66
97;91;118;102;94
49;42;43;49;41
64;96;68;72;75
98;91;89;93;105
79;79;70;69;71
72;27;40;32;37
80;104;76;83;72
44;31;35;39;71
25;35;30;70;38
103;93;104;98;128
33;24;25;33;23
29;41;25;27;34
22;28;16;18;14
64;69;74;114;78
65;67;79;72;63
69;73;77;101;65
52;60;53;60;51
60;110;70;74;65
77;107;67;79;72
64;56;57;64;55
70;79;74;86;72
19;43;18;8;13
59;56;77;53;63
77;76;83;78;83
27;24;34;30;48
92;116;100;95;89
107;96;100;98;116
58;53;64;63;88
69;57;51;54;48
24;21;36;15;18
74;59;62;53;56
6;41;16;11;17
75;83;79;88;115
77;79;91;85;81
100;68;72;76;64
56;51;62;61;86
92;93;101;94;101
51;43;67;46;40
78;90;76;74;83
90;81;84;87;102
37;39;35;45;53
21;24;45;18;29
54;14;27;18;22
81;71;73;89;75
74;78;84;102;82
123;99;102;96;107
42;29;74;39;34
36;50;32;29;26
38;18;20;22;29
89;99;95;113;92
8;18;11;32;14
102;120;100;96;92
76;77;101;66;71
58;103;68;63;71
25;57;33;29;36
48;80;56;44;52
87;114;78;82;74
72;76;81;74;88
45;37;65;41;47
38;37;39;45;45
21;16;26;66;30
83;79;89;107;87
93;100;89;121;97
88;80;77;104;83
46;45;44;52;52
20;10;16;13;34
15;18;27;45;21
112;80;84;91;88
76;69;70;71;76
97;93;133;83;88
129;94;101;99;89
77;82;85;117;72
93;95;109;101;91
110;96;104;100;98
103;133;105;98;93
91;103;127;99;95
40;58;28;34;31
61;75;69;65;63
60;56;84;52;48
102;96;126;108;99
65;89;57;61;53
95;102;102;94;96
54;45;49;61;47
88;80;108;90;84
86;100;94;90;88
49;22;19;25;31
91;95;115;87;97
38;33;32;38;31
63;68;98;73;74
15;16;22;17;22
73;38;43;49;48
66;34;26;31;21
56;106;66;70;61
80;87;81;79;87
96;78;75;82;72
66;55;63;59;87
71;75;67;69;81
78;96;76;72;68
70;46;43;54;49
42;47;63;39;36
32;35;24;56;28
61;51;79;55;59
42;44;48;40;54
45;52;36;38;40
26;58;18;31;22
85;88;91;103;82
84;83;108;73;78
31;27;55;23;19
13;14;21;12;21
82;76;90;74;72
70;71;69;76;76
58;65;72;56;60
55;75;47;51;57
49;47;55;63;45
57;55;53;71;63
53;67;51;60;55
10;18;12;18;11
63;62;64;72;72
25;19;17;15;33
43;83;33;47;38
99;88;92;120;96
55;53;51;67;60
69;67;57;62;97
93;92;100;94;100
53;55;83;43;48
68;75;75;69;70
50;15;20;22;10
102;92;132;104;97
104;59;64;72;69
56;70;60;64;58
92;88;100;96;124
86;100;82;76;79
84;70;60;66;63
48;49;57;47;57
101;96;96;96;96
78;113;88;83;89
84;124;89;94;96
78;96;82;88;80
33;28;58;34;23
77;76;78;83;83
93;93;86;88;87
15;11;24;19;51
97;101;93;105;129
80;86;86;78;79
63;39;27;35;31
96;103;124;100;92
27;22;20;27;21
50;80;45;40;52
16;15;21;14;21
35;80;45;40;48
66;63;60;78;57
61;55;49;47;51
14;25;34;18;16
24;33;27;30;45
36;37;61;31;26
96;96;90;88;89
99;67;59;63;72
91;87;83;79;115
60;42;48;45;39
75;107;71;80;67
74;70;78;66;102
23;35;33;63;28
93;86;85;93;87
54;68;52;61;56
11;23;9;13;17
99;59;64;67;54
95;99;135;90;85
101;117;108;97;99
18;36;15;21;24
82;80;81;89;89
75;93;85;79;77
75;77;95;79;86
21;22;16;46;11
26;22;38;31;24
70;65;115;79;75
42;18;22;14;24
102;94;126;105;98
69;59;61;60;69
42;38;40;47;54
56;62;51;61;86
99;100;98;107;107
57;37;48;39;41
64;69;69;63;62
20;11;14;17;32
47;29;26;32;35
100;94;93;100;95
76;44;55;48;52
126;98;105;102;94
59;65;89;54;64
41;46;40;39;46
33;31;38;29;45
14;16;12;23;32
37;31;37;30;29
69;45;37;41;33
97;117;101;99;108
65;71;66;71;64
50;47;37;82;42
33;31;35;41;49
89;82;98;78;80
40;28;19;25;22
56;64;96;61;51
50;70;46;42;52
108;68;72;76;81
48;33;27;30;36
129;84;97;89;94
101;101;92;93;91
96;90;93;120;102
52;38;36;40;45
27;36;28;36;26
66;46;48;50;57
7;37;13;19;10
8;22;13;58;18
87;55;63;66;59
64;56;96;51;61
85;90;120;92;80
59;67;63;99;72
62;71;66;78;64
93;101;133;98;88
88;90;97;86;106
90;93;87;98;114
49;43;67;39;47
50;45;51;75;40
66;91;61;67;56
29;29;23;22;21
90;66;55;60;65
9;29;11;20;13
102;94;102;95;93
78;83;128;92;88
70;63;70;64;65
96;87;86;96;88
89;86;113;95;83
96;76;78;80;87
29;26;32;35;47
72;99;63;59;67
33;40;29;61;37
25;22;28;34;52
29;24;18;21;45
82;85;112;88;94
97;83;91;85;87
91;101;109;93;95
82;93;114;86;90
36;31;23;63;27
41;46;37;39;53
99;94;108;144;104
54;84;60;66;57
33;30;27;57;39
85;77;79;91;81
50;58;64;52;54
52;49;46;58;76
124;92;100;103;96
32;22;23;24;32
83;104;92;86;89
24;21;48;32;27
66;60;84;54;57
97;88;109;91;94
31;31;23;22;21
73;75;74;80;80
51;42;46;38;78
76;71;70;69;76
58;46;52;48;44
77;82;84;72;112
56;49;40;42;44
37;41;73;45;49
46;45;53;53;47
84;91;77;75;79
45;37;36;45;35
105;97;101;93;129
47;50;43;71;39
85;117;77;81;90
34;33;35;43;43
78;70;102;74;66
21;10;20;15;45
31;24;28;52;20
125;93;89;101;97
90;92;100;91;100
59;61;63;69;77
49;50;58;58;48
72;75;79;93;69
69;71;89;65;61
105;84;77;81;73
107;83;86;91;80
64;67;79;58;61
37;34;49;31;28
122;98;104;102;94
86;66;70;68;77
40;31;33;40;32
25;13;18;11;9
61;70;63;77;65
24;52;34;28;32
8;18;12;16;36
69;61;53;55;51
30;31;38;32;38
33;51;27;30;37
17;25;33;19;15
31;35;39;59;41
13;31;7;10;17
79;77;75;91;84
78;85;94;76;74
70;73;67;78;94
59;65;77;62;56
71;41;47;46;36
105;97;87;89;91
105;102;126;98;94
79;44;47;39;34
93;72;81;75;78
22;19;25;29;43
82;70;76;73;100
97;73;62;67;72
23;26;29;34;50
87;87;81;82;80
84;86;82;96;90
82;83;90;81;90
72;78;102;67;77
61;67;56;66;91
36;28;26;36;27
85;80;120;90;92
57;62;52;63;87
77;81;89;85;113
14;35;17;21;11
49;48;50;57;57
43;49;44;49;42
81;88;80;79;88
88;96;92;100;124
70;97;73;67;79
91;141;96;105;101
55;54;56;61;61
44;62;50;41;47
11;15;20;7;47
24;56;16;11;21
54;78;57;46;50
19;18;17;24;24
130;90;95;98;85
89;93;91;99;107
84;92;112;94;88
6;46;16;11;18
76;112;80;88;84
59;54;52;53;59
95;88;87;86;95
88;70;68;79;72
60;66;87;63;71
86;89;110;78;82
38;66;36;26;31
32;40;36;72;45
63;62;69;61;69
44;52;48;55;76
60;61;69;62;69
22;16;22;15;14
47;23;33;29;26
66;68;80;74;70
118;78;82;91;86
35;29;32;41;59
58;64;55;82;52
95;87;85;86;95
83;79;74;119;69
38;34;54;45;36
48;42;46;66;38
69;71;70;78;78
96;88;120;99;92
71;63;71;64;65
79;73;69;77;97
50;40;48;68;44
93;88;83;123;95
20;13;11;12;20
96;86;110;92;89
28;20;48;30;24
56;76;58;67;60
36;36;37;36;36
75;67;75;66;65
26;22;31;24;38
12;19;11;13;19
33;41;73;46;37
76;72;88;81;74
101;71;74;83;77
39;18;23;12;15
43;35;31;39;67
65;68;62;72;86
83;78;72;75;99
61;48;52;56;88
87;73;123;78;83
20;13;12;14;20
15;5;18;10;50
67;75;78;99;71
104;98;97;104;99
103;96;98;110;94
74;71;61;106;66
14;21;16;15;21
39;40;47;47;38
66;72;69;93;77
76;68;79;72;100
74;77;69;64;109
91;95;93;101;109
33;73;37;46;41
54;49;44;84;56
80;76;78;90;84
30;22;32;26;50
91;87;105;84;81
88;89;98;90;98
23;30;19;51;27
68;71;74;86;65
92;102;94;102;93
47;19;29;23;27
23;10;50;14;18
42;46;82;55;50
9;12;15;36;20
46;46;39;38;40
19;28;28;18;20
51;49;50;59;59
39;34;44;47;79
89;113;83;88;78
48;46;56;47;56
24;16;17;15;24
40;39;38;45;45
48;44;40;42;54
80;71;62;64;60
85;113;92;89;81
16;24;19;13;40
113;97;89;92;86
93;87;92;82;117
23;31;27;63;36
46;36;34;40;32
11;18;9;18;10
101;95;100;90;125
34;6;14;10;16
68;44;50;38;41
79;86;93;81;77
51;43;44;45;51
94;130;90;98;103
59;63;77;69;61
66;70;66;66;66
108;73;68;78;80
15;24;17;16;24
101;121;93;97;103
39;34;46;74;44
70;64;62;63;70
26;31;71;21;35
61;68;62;68;60
47;52;87;59;57
31;33;38;32;38
18;12;15;9;30
24;42;22;18;14
74;79;69;109;81
39;69;45;44;34
34;43;27;23;25
55;62;48;46;50
92;62;74;65;68
105;84;91;81;87
83;133;88;93;97
54;48;59;51;75
72;79;77;67;107
80;84;88;94;82
49;38;43;48;73
100;94;86;88;90
46;58;37;40;43
8;11;14;20;38
20;48;12;16;24
76;86;77;86;78
89;82;80;78;98
24;56;20;29;16
60;71;87;63;66
68;59;63;95;55
30;38;25;35;70
79;76;94;73;82
27;59;23;35;31
106;88;90;86;97
15;25;23;43;19
69;41;45;37;33
47;45;43;57;51
31;7;13;10;17
66;69;72;93;77
82;82;86;82;82
67;31;17;27;22
106;130;94;98;102
70;77;77;71;72
20;52;17;7;12
36;43;57;33;39
66;74;106;71;61
66;67;75;65;75
82;90;122;87;77
33;24;25;33;26
50;45;40;85;53
22;20;30;30;21
92;81;85;89;113
56;70;61;66;106
86;90;94;98;122
65;57;68;61;89
19;20;28;28;21
121;76;89;81;86
94;88;87;86;94
42;48;41;48;40
36;37;26;61;31
69;76;76;70;68
